D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_50_663.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_50_663.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_50_663.jpg, -0.4797683, 1, 0, 21.03087
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_50_764.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_50_764.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_50_764.jpg, -0.1753749, 1, 0, 22.00798
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_50_866.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_50_866.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_50_866.jpg, 0, 1, 0, 22.98917
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_50_970.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_50_970.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_50_970.jpg, 0, 1, 0, 23.95515
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_072.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_072.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_072.jpg, -0.1997541, 1, 0, 24.91053
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_175.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_175.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_175.jpg, -0.4928949, 1, 0, 25.73805
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_279.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_279.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_279.jpg, -0.3940347, 1, 0, 26.54476
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_380.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_380.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_380.jpg, -0.1034736, 1, 0, 27.49716
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_488.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_488.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_488.jpg, -0.0229074, 1, 0, 28.59138
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_589.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_589.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_589.jpg, -0.3236247, 1, 0, 29.48
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_691.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_691.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_691.jpg, -0.25872, 1, 0, 30.18651
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_795.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_795.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_795.jpg, 0, 1, 0, 30.18699
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_51_899.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_51_899.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_51_899.jpg, -0.2323662, 1, 0, 30.18511
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_000.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_000.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_000.jpg, 0, 1, 0, 30.18876
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_107.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_107.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_107.jpg, 0, 1, 0, 30.19034
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_211.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_211.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_211.jpg, 0, 1, 0, 30.19044
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_310.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_310.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_310.jpg, 0, 1, 0, 30.19038
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_414.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_414.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_414.jpg, -0.1196697, 1, 0, 30.18522
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_519.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_519.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_519.jpg, -0.3782369, 1, 0, 30.15927
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_620.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_620.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_620.jpg, -0.06765808, 1, 0, 30.19216
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_721.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_721.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_721.jpg, 0, 1, 0, 30.18935
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_826.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_826.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_826.jpg, 0, 1, 0, 30.19024
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_52_928.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_52_928.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_52_928.jpg, 0, 1, 0, 30.1903
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_034.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_034.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_034.jpg, -0.2931027, 1, 0, 30.17012
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_139.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_139.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_139.jpg, -0.1390676, 1, 0, 30.19131
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_243.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_243.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_243.jpg, 0, 1, 0, 30.18942
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_348.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_348.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_348.jpg, 0, 1, 0, 30.19025
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_448.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_448.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_448.jpg, -0.0856134, 1, 0, 30.18853
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_549.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_549.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_549.jpg, -0.3162849, 1, 0, 30.16873
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_656.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_656.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_656.jpg, -0.01715491, 1, 0, 30.18954
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_759.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_759.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_759.jpg, 0, 1, 0, 30.19008
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_859.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_859.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_859.jpg, 0, 1, 0, 30.19043
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_53_962.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_53_962.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_53_962.jpg, 0, 1, 0, 30.19049
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_067.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_067.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_067.jpg, 0, 1, 0, 30.18992
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_170.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_170.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_170.jpg, -0.2896872, 1, 0, 30.17569
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_285.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_285.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_285.jpg, 0, 1, 0, 30.18834
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_398.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_398.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_398.jpg, 0, 1, 0, 30.19009
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_500.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_500.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_500.jpg, 0, 1, 0, 30.19032
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_603.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_603.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_603.jpg, 0, 1, 0, 30.19033
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_705.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_705.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_705.jpg, 0, 1, 0, 30.1903
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_808.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_808.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_808.jpg, -0.3106089, 1, 0, 30.16723
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_54_912.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_54_912.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_54_912.jpg, -0.01238191, 1, 0, 30.19198
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_016.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_016.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_016.jpg, 0, 1, 0, 30.18976
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_121.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_121.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_121.jpg, 0, 1, 0, 30.19112
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_221.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_221.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_221.jpg, -0.0511077, 1, 0, 30.18944
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_326.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_326.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_326.jpg, -0.3414318, 1, 0, 30.16602
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_427.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_427.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_427.jpg, -0.03983818, 1, 0, 30.19036
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_530.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_530.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_530.jpg, 0, 1, 0, 30.18989
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_636.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_636.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_636.jpg, 0, 1, 0, 30.1904
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_739.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_739.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_739.jpg, 0, 1, 0, 30.19048
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_841.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_841.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_841.jpg, 0, 1, 0, 30.1905
D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\center_2020_01_12_11_46_55_944.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\left_2020_01_12_11_46_55_944.jpg, D:\Machine_Learning_Projects_and_tools\SDC Rev\data\IMG\right_2020_01_12_11_46_55_944.jpg, -0.1682373, 1, 0, 30.1827
